UNIDAD ORGANICA;GENERICO;ORDEN;ESPECIFICA;IMPORTE;FACTOR
COMITE ESPCIAL PROCESOS SELECCION-LEY DE CONTRATAC Y ADQUISIC DEL ESTADO;EXPEDIENTE TECNICO;0;Copia Digitalizada en CD;0.00;0
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL PARA SU RECORRIDO VIAL (NO MOTORIZADO) SIN TOMAR POSESION DEL LUGAR (PARA HELADEROS, CREMOLADAS, DULCES, GOLOSINAS, BEBIDAS ENVASADAS Y OTROS SIMILARES);1;Stand para <Emprendedores;640.80;0.116505
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL PARA SU RECORRIDO VIAL (NO MOTORIZADO) SIN TOMAR POSESION DEL LUGAR (PARA HELADEROS, CREMOLADAS, DULCES, GOLOSINAS, BEBIDAS ENVASADAS Y OTROS SIMILARES);2;Stand para Comidas ;2,135.90;0.38835
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL PARA SU RECORRIDO VIAL (NO MOTORIZADO) SIN TOMAR POSESION DEL LUGAR (PARA HELADEROS, CREMOLADAS, DULCES, GOLOSINAS, BEBIDAS ENVASADAS Y OTROS SIMILARES);3;Espacio para Food Truck ;854.40;0.15534
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL PARA SU RECORRIDO VIAL (NO MOTORIZADO) SIN TOMAR POSESION DEL LUGAR (PARA HELADEROS, CREMOLADAS, DULCES, GOLOSINAS, BEBIDAS ENVASADAS Y OTROS SIMILARES);1;Pago por derecho de uso de espacio publico regulado por dia;10.70;0.001944
EQUIPO FUNCIONAL DE SALUD: CONTROL DE LA SALUD;3.1.1.1.1 TARJETA DE CONTROL DE SALUD;5;Reintehgro ;0.00;0
GERENCIA DE ADMINISTRACION TRIBUTARIA;002. INSCRIPCION DE PREDIO, ALTA Y BAJA POR TRANSFERENCIA, DUPLICADO, ETC.;4;REINTEGRO ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;4.1.18.14 DEMARCACION DE LOTE.;2;Inspeccion ;48.10;0.008738
SUB GERENCIA DE OBRAS PRIVADAS;4.1.15.1 PARA EDIFICACIÓN CON LICENCIA MODALIDAD A ;2;Reintegro ;0.00;0
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL; AUTORIZACION DEL USO DE ESPACIO PUBLICO PARA VENTA DE PRODUCTOS PERECIBLES Y/O ELABORACION EN EL DIA;1;Pago por derecho de uso del espacio publico por dia;51.40;0.009346
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL DEL RETIRO MUNICIPAL CON FINES COMERCIALES (POR 30 DIAS);1;Persona Juridica;102.80;0.018692
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL DEL RETIRO MUNICIPAL CON FINES COMERCIALES (POR 30 DIAS);2;Persona Natural;72.00;0.013084
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);1;NACIONAL Turno Completo (8H) Sabado y Domingo;2,616.50;0.47572
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);2;NACIONAL Turno Completo (8H) Lunes a Viernes;1,831.50;0.333009
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);3;NACIONAL Medio Turno (4H) Sabado y Domingo ;1,569.90;0.285439
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);4;NACIONAL Medio Turno (4H) Lunes a Viernes;1,100.00;0.2
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);5;NACIONAL Medio Turno (4H) por funcion adicional (mismo dia);1,100.00;0.2
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);6;NACIONAL Medio Turno (4H) sesion de ensayo (hasta 8 horas) ;659.00;0.119813
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);7;LOCAL O REGIONAL Turno Completo (8H) Sabado y Domingo ;1,569.90;0.285439
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);8;LOCAL O REGIONAL Turno Completo (8H) Lunes a Viernes;1,100.00;0.2
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);9;LOCAL O REGIONAL Medio Turno (4H) Sabado y Domingo  ;945.20;0.17185
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);10;LOCAL O REGIONAL Medio Turno (4H) Lunes a Viernes;659.00;0.119813
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);11;LOCAL O REGIONAL Medio Turno (4H) por funcion adicional (mismo dia) ;659.00;0.119813
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);12;LOCAL O REGIONAL Medio Turno (4H) sesion de ensayo (hasta 8 horas)  ;395.20;0.07185
SUB GERENCIA  DE ECOLOGIA Y MEDIO AMBIENTE;6.2.2 CONSTANCIA DE DISPOSICION FINAL;1;Derecho de pago;20.60;0.003738
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL; AUTORICION MUNICIPAL A LOS VEHICULOS MOTORIZADOS Y NO MOTORIZADOS PARA EXPENDIO DE ALIMENTOS  BAJO DENOMINACION DE FOOD TRUCKS, EN ESPACIOS Y/O VIAS REGULADAS;1;Persona Juridica;257.00;0.046729
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL; AUTORICION MUNICIPAL A LOS VEHICULOS MOTORIZADOS Y NO MOTORIZADOS PARA EXPENDIO DE ALIMENTOS  BAJO DENOMINACION DE FOOD TRUCKS, EN ESPACIOS Y/O VIAS REGULADAS;2;Persona Natural;205.60;0.037383
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;EVALUACION TECNICA DE ZONIFICACION Y COMPATIBILIDAD DE USOS;1;Pago por el servicio correspondiente;48.00;0.008729
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);13;USO DEL TEATRO para espectaculos artistico o similares con taquilla (30% taquilla) ;0.00;0
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.1 AUTORIZACION PARA USO DE TEATRO MUNICIPAL (PARA EVENTO CULTURAL O ARTISTICO);14;CESION DE USO DEL TEATRO para funciones artisticaso similares con ingreso libre, hasta 8 horas ;261.60;0.04757
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.2 AUTORIZACION PARA USO DEL TEATRO MUNICIPAL (PARA EVENTO INSTITUCIONAL);1;LOCAL O REGIONAL Turno Completo (8H) Sabados y Domingos;2,093.10;0.380561
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.2 AUTORIZACION PARA USO DEL TEATRO MUNICIPAL (PARA EVENTO INSTITUCIONAL);2;LOCAL O REGIONAL Turno Completo (8H) Lunes a Viernes;1,465.30;0.266411
SUB GERENCIA DE OBRAS PRIVADAS;4.1.8.1.1 EDIFICAC. PARA FINES DE VIVIENDA UNIFAMIL., MULTIFAM., QUINTA O CONDOMIN., VIVIEND. UNIFAMIL. Y/O MULTIFAMIL., NO MAYORES A (05) PISOS, SIEMPRE QUE EL PROY. TENGA MAX. 3000 M2 DE AREA CONST.;3;Reintegro;0.00;0
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.3 AUTORIZACION PARA USO DEL TEATRO MUNICIPAL (PARA EVENTO ACADEMICO);1;2.2.3.1 LOCAL O REGIONAL Turno Completo (8H) Sabados y Domingos ;1,569.90;0.285439
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.3 AUTORIZACION PARA USO DEL TEATRO MUNICIPAL (PARA EVENTO ACADEMICO);2;2.2.3.1 LOCAL O REGIONAL Turno Completo (8H) Lunes a Viernes;1,099.00;0.199813
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.3 AUTORIZACION PARA USO DEL TEATRO MUNICIPAL (PARA EVENTO ACADEMICO);3;2.2.3.1 LOCAL O REGIONAL medio Turno (4H) Sabados y Domingos ;942.00;0.171271
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.3 AUTORIZACION PARA USO DEL TEATRO MUNICIPAL (PARA EVENTO ACADEMICO);4;2.2.3.1 LOCAL O REGIONAL medio Turno (4H) Lunes a Viernes ;659.00;0.119813
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.4 ALQUILER DE SALA DE AUDITORIA;1;Turno Completo 8 Horas;448.50;0.081551
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.4 ALQUILER DE SALA DE AUDITORIA;2;Medio Turno 4 Horas;256.30;0.046598
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.5 ALQUILER DE SALA DE EXPOSICION;1;Para  uso de exposiciones artisticas: Pintura, fotografia, escultura, instalaciones etc. hasta 15 dias;800.90;0.145626
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.5 ALQUILER DE SALA DE EXPOSICION;2;Para usos diversos, con fines protocolares, academicos o institucionales. hasta 8 horas;448.50;0.081551
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.6 ALQUILER DE SALONES PARA CURSOS O TALLERES ARTISTICOS O EDUCATIVOS;1;Taller de danzas, musica, ballet y otros afines. Aforo 30 Sabado y Domingo 08: a.m a 10 p.m;448.50;0.081551
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.6 ALQUILER DE SALONES PARA CURSOS O TALLERES ARTISTICOS O EDUCATIVOS;2;Taller de danzas, musica, ballet y otros afines. Aforo 30 Lunes a Viernes 08:00 a.m - 04:00 p.m;256.30;0.046598
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.6 ALQUILER DE SALONES PARA CURSOS O TALLERES ARTISTICOS O EDUCATIVOS;3;Taller de danzas, musica, ballet y otros afines. Aforo 30 Lunes a Viernes 04:00 p.m - 10:00 p.m;384.50;0.069907
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.6 ALQUILER DE SALONES PARA CURSOS O TALLERES ARTISTICOS O EDUCATIVOS;4;Taller de artesania, dibujo, sala de ensayos y otros afines. Aforo 18 Sabado y Domingo 08: a.m a 10 p.m;384.50;0.069907
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.6 ALQUILER DE SALONES PARA CURSOS O TALLERES ARTISTICOS O EDUCATIVOS;5;Taller de artesania, dibujo, sala de ensayos y otros afines. Aforo 18 Lunes a Viernes 08:00 a.m - 04:00 p.m;128.20;0.023308
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.6 ALQUILER DE SALONES PARA CURSOS O TALLERES ARTISTICOS O EDUCATIVOS;6;Taller de artesania, dibujo, sala de ensayos y otros afines. Aforo 18 Lunes a Viernes 04:00 p.m - 10:00 p.m;256.30;0.046598
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.7 ALQUILER DE ANFITEATRO DEL PARQUE DE LA EXPOSICION Y LA CULTURA - URB. CASUARINAS II ETAPA;1;Para Alquiler hasta 04 Horas;16.00;0.002916
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.8 DICTADO DE TALLERES ARTISTICOS O ACADEMICOS;1;Pago por mensualidad;64.00;0.011645
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.8 DICTADO DE TALLERES ARTISTICOS O ACADEMICOS;2;Pago por certificado;32.10;0.005832
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.9 ALQUILER DE ESPACIO PROMOCIONAL;1;Pago por el servicio de publicidad simple por dia;58.70;0.010673
SUB GERENCIA DE EDUCACION Y CULTURA;2.2.9 ALQUILER DE ESPACIO PROMOCIONAL;2;Pago por el servicio de publicidad compuesto (videos y otro) por dia;85.40;0.015533
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;CURSO D EDUCACION Y SEGURIDAD VIAL;1;Pago  por derecho;21.40;0.003888
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;DUPLICADO DE CONSTANCIA DEL CURSO DE EDUCACION Y EGURIDAD VIAL;1;Pago por derecho;16.00;0.002916
SUB GERENCIA DE OBRAS PRIVADAS;4.1.7.8 EDIFICACIONES NECESARIAS PARA EL DESARROLLO DE PROYECTOS DE INVERSIÓN PUBLICA DE ASOCIACION, PUBLICO, PROIVADO O DE CONCESION PRIVADA QUE SE REALICEN PARA LA PRESTACION DE SERVICIOS PUBLICOS;1;Verificacion Administrativa;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;4.1.7.8 EDIFICACIONES NECESARIAS PARA EL DESARROLLO DE PROYECTOS DE INVERSIÓN PUBLICA DE ASOCIACION, PUBLICO, PROIVADO O DE CONCESION PRIVADA QUE SE REALICEN PARA LA PRESTACION DE SERVICIOS PUBLICOS;2;Verificacion Tecnica;0.00;0
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por Revisores Urb. con construccion simultanea que soliciten venta garantizada de lotes;1;Derecho de tramite;0.00;0
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS DE HABILITACION URBANA, APROBADA BAJO MODALIDAD B - Aprobacion de proyecto con evaluacion por la municipalidad, antes de su ejecucion;1;Derecho de tramite;469.90;0.085439
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS APROBADOS DE HABILITACION URBANA  ANTES DE SU EJECUCION, MODALIDAD D - Aprobacion de proyectos con evaluacion por los revisores urbanos.;1;Derecho de tramite;306.20;0.055664
GERENCIA DE ADMINISTRACION TRIBUTARIO;INDEPENDIZACION O PARCELACION DE TERRENOS RUSTICOS UBICADOS DENTRO DEL AREA URBANA;1;Derecho de Tramite;656.00;0.119271
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por los revisores urb. con construc. simultanea de viv. se definan en el proy. su finalid. sea vta. viv. edificadas;1;Derecho de tramite;492.00;0.089458
GERENCIA DE ADMINISTRACION TRIBUTARIO;INDEPENDIZACION O PARCELACION DE TERRENOS RUSTICOS EN AREA URBANIZABLE INMEDIATA CON APROBACION DE PLANEAMIENTO INTEGRAL;1;Derecho de tramite;874.70;0.159028
GERENCIA DE ADMINISTRACION TRIBUTARIO;INDEPENDIZACION O PARCELACION DE TERRENOS RUSTICOS EN AREA URBANA CON LIC. HAB. URB. MODALIDAD B. Aprobacion de proyecto con evaluac. de la Municipalidad;1;Derecho de tramite;492.00;0.089458
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por la comision tec. para hab. urb. no contempladas en mod. A,B y D. sobre predios que son patrim. cult., y areas proteg.;1;Derecho de tramite;820.00;0.149084
GERENCIA DE ADMINISTRACION TRIBUTARIO;INDEPENDIZACION O PARCELACION DE TERRENOS RUSTICOS EN AREA URBANA CON LIC. HAB. URB. MODALIDAD C. Aprobacion de proyecto con evaluac. previa por la comis. tecnica;1;Derecho de tramite;459.20;0.083495
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD A - Aprob. autom. con firma de profesionales para proy. de inv.pub., asoc. pub. priv. para prest. de serv. pub. esenciales o ejecucion de infraest. pub.;1;Derecho de tramite;492.00;0.089458
GERENCIA DE ADMINISTRACION TRIBUTARIO;INDEPENDIZACION O PARCELACION DE TERRENOS RUSTICOS EN AREA URBANA CON LIC. HAB. URB. MODALIDAD D. Aprobacion de proyecto con evaluac. previa por la comis. tecnica;1;Derecho de tramite;612.30;0.111327
GERENCIA DE ADMINISTRACION TRIBUTARIO;INDEPENDIZACION O PARCELACION DE TERRENOS RUSTICOS UBICADOS EN AREA URB. O COLINDEN CON PROY. HAB.URB. Y NO EJEC. CON APROBAC. PLAN. INTEG. Y LIC. HAB. URB. MODALID. D. Aprob. proy. previa comis. tec.;1;Derecho de tramite;459.20;0.083495
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por la Comision Tec. para proceso de reurbanizacion;1;Derecho de tramite;1,312.00;0.238542
GERENCIA DE ADMINISTRACION TRIBUTARIO;SUBDIVISION DE LOTE URBANO;1;Derecho de tramite;656.00;0.119271
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD A - Aprob. autom. con firma de profesionales, corresp. a prog. del sector vivienda, para la reubic. de benefic. al bono fam. habilitacion.;1;Derecho de tramite;546.60;0.099383
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA SIN VARIACIONES , APROBADAS BAJO MODALIDAD A;1;Derecho de tramite;1,312.00;0.238542
SUB GERENCIA DE OBRAS PRIVADAS;LICENCIA DE REGULARIZACION DE EDIFICACIONES - MULTA;1;MULTA;0.00;0
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;AUTENTICACION DE DOCUMENTOS Y CERTIFICACION DE FIRMA POR FEDATARIO;1;Derecho de tramite;0.00;0
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;CONSTANCIA DE EXPEDIENTE EN TRAMITE;1;Derecho de tramite;5.90;0.001065
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;SOLICITUD DE COPIA CERTIFICADA  DE DOCUMENTOS EXISTENTES EN EXPEDIENTES Y/O EN EL ARCHIVO MUNICIPAL;1;Copia certificada (por unidad ) primera hoja;5.30;0.000972
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;SOLICITUD DE COPIA CERTIFICADA  DE DOCUMENTOS EXISTENTES EN EXPEDIENTES Y/O EN EL ARCHIVO MUNICIPAL;2;Copia certificada (por unidad) a partir de la segunda hoja;0.50;0.000093
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;RETIRO O DESGLOSE DE DOCUMENTACION DEL EXPEDIENTE;1;Derecho de tramite;17.60;0.003196
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;ATENCION DE RECURSOS ADMINISTRATIVOS;1;Derecho de tramite;0.00;0
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;ATENCION DE DENUNCIAS VECINALES;1;Derechode tramite;0.00;0
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;DESISTIMIENTO DE TRAMITE ADMINISTRATIVO Y/O RECURSO ADMINISTRATIVO;1;Serecho de tramite;0.00;0
SUB GERENCIA DE TRAMITE DOCUMENTARIO Y ARCHIVO;QUEJA POR DEFECTOS DE TRAMITACION;1;Derecho de tramite;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;1;Ceremonia de Matrimonio Dentro de Local Municipal - Lunes a Viernes de 10:00 am - 05:00 pm;160.20;0.029121
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;2;Ceremonia de Matrimonio Fuera de Local Municipal - Lunes a Viernes de 10:00 am - 05:00 pm;213.60;0.038841
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;3;Ceremonia de Matrimonio Fuera de Local Municipal - Lunes a Viernes de 06:00 pm - 10:00 pm;267.10;0.048561
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;4;Ceremonia de Matrimonio Fuera de Local Municipal - Sabado de 10:00 am - 05:00 pm;341.70;0.062131
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;5;Ceremonia de Matrimonio Fuera de Local Municipal - Sabado de 06:00 pm - 10:00 pm;405.90;0.073794
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;6;Derecho de tramite por apertura de expediente matrimonial;58.70;0.010673
SUB GERENCIA DE REGISTRO CIVIL;MATRIMONIO CIVIL;7;Matrimonio Masivo;53.40;0.009701
SUB GERENCIA DE REGISTRO CIVIL;TRANSCRIPCION DE MATRIMONIO CIVIL REALIZADO EN EL EXTRANJERO (DENTRO DE 90 DIAS INGRESADO AL PAIS);1;Transcripcion de matrimonio manera ordinaria;407.90;0.074168
SUB GERENCIA DE REGISTRO CIVIL;TRANSCRIPCION DE MATRIMONIO CIVIL REALIZADO EN EL EXTRANJERO (DENTRO DE 90 DIAS INGRESADO AL PAIS);2;Transcripcion de matrimonio por mandato judicial;60.90;0.011065
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE DEFUNCIONES;1;Ocurridos en domicilio;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE DEFUNCIONES;2;Por muerte violenta;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE DEFUNCIONES;3;Inscripcion por mandato judicial, muerte forzada y desaparicion forzada;67.30;0.012243
SUB GERENCIA DE REGISTRO CIVIL;RECONSTITUCION DE ACTAS DE NACIMIENTO, MATRIMONIO Y DEFUNCION;1;Derecho de tramite;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION ORDINARIA DE NACIMIENTO;1;Derecho de tramite;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION EXTEMPORANEA DE NACIMIENTOS (Menores de Edad);1;derecho de tramite;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION EXTEMPORANEA DE NACIMIENTOS (Mayor de Edad);1;Derecho de tramite;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DEL DIVORSIO EN EL ACTA DE MATRIMONIO (JUDICIAL, NOTARIAL Y/O ADMINISTRATIVO);1;Por mandato judicial;77.90;0.014168
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DEL DIVORSIO EN EL ACTA DE MATRIMONIO (JUDICIAL, NOTARIAL Y/O ADMINISTRATIVO);2;Por parte notarial;77.90;0.014168
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE TERRENO UBICADO DENTRO O FUERA DEL AREA DE EXPANSION URBANA;1;Derecho de tramite;131.20;0.02385
GERENCIA DE ADMINISTRACION TRIBUTARIO;CONSTANCIA DE COMPATIBILIDAD DE USO Y ZONIFICACION;1;Derecho de tramite - paea Vivivienda;196.80;0.035776
GERENCIA DE ADMINISTRACION TRIBUTARIO;CONSTANCIA DE COMPATIBILIDAD DE USO Y ZONIFICACION;2;Derecho de tramite - paea Comercio;240.60;0.043738
GERENCIA DE ADMINISTRACION TRIBUTARIO;CONSTANCIA DE COMPATIBILIDAD DE USO Y ZONIFICACION;3;Derecho de tramite - paea Industria;382.40;0.069533
GERENCIA DE ADMINISTRACION TRIBUTARIO;ACUMULACION DE LOTE Y/O PREDIO URBANO;1;Derecho de tramite - para Vivienda;437.30;0.079514
GERENCIA DE ADMINISTRACION TRIBUTARIO;ACUMULACION DE LOTE Y/O PREDIO URBANO;2;Derecho de tramite - para Comercio;546.70;0.099402
GERENCIA DE ADMINISTRACION TRIBUTARIO;ACUMULACION DE LOTE Y/O PREDIO URBANO;3;Derecho de tramite - para Industria;765.30;0.13914
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE JURISDICCION;1;Derecho de tramite;196.80;0.035776
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE NOMENCLATURA VIAL;1;Derecho de tramite;131.20;0.02385
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARA EVENTOS Y/O ESPECTACULOS PUBLICOS NO DEPORTIVOS CON AFLUENCIA MAYOR A 3000 PERS -  RELIZ. EN VIA PUBLIC. AREA CONFINADA CON RESTRICC. A LA ENTRADA Y/O SALIDA QUE INCREM. RIESGO;1;Derecho de tramite;359.80;0.065421
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARA EVENTOS Y/O ESPECTACULOS PUBLICOS NO DEPORTIVOS CON AFLUENCIA MENOR O IGUAL A 3000 PERS -  RELIZ. EN VIA PUBLIC. AREA CONFINADA CON RESTRICC. A LA ENTRADA Y/O SALIDA QUE INCREM. RIESGO;1;Derecho de tramite;390.70;0.071028
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARA EVENTOS Y/O ESPECTACULOS PUBLICOS NO DEPORTIVOS CON AFLUENCIA MAYOR A 3000 PERS -  RELIZ. RECINTOS O EDIFICAC. CUYA  ACTIV. ES DISTINTA  A LA  FINALID. SE OTORGO EL CERTIF. ITSE;1;Derecho de tramite;390.70;0.071028
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO MUY ALTO (Con ITSE previa);1;Derecho de tramite;287.80;0.052336
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO CORPORATIVA PARA MERCADOS DE ABASTOS, GALERIAS COMERCIALES Y CENTROS COMERCIALES (Con ITSE previa);1;Derecho de tramite;329.00;0.059813
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA CESIONARIOS EN EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO MEDIO (ConITSE previa);1;Derecho de tramite;113.10;0.020561
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA CESIONARIOS EN EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO ALTO (ConITSE previa);1;Deecho de tramite;138.80;0.025234
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA CESIONARIOS EN EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO MUY ALTO (ConITSE previa);1;Derecho de tramite;231.30;0.042056
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA PROVISIONAL DE FUNCIONAMIENTO PARA BODEGAS;1;Derecho de tramite;0.00;0
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;TRANSFERENCIA DE LICENCIA DE FUNCIONAMIENTO O CAMBIO DE DENOMACION O NOMBRE COMERCIAL DE LA PERSONA JURIDICA;1;Derecho de tramite;56.50;0.01028
